InvoiceNo,Category,Product,Quantity,UnitPrice,InvoiceDate,CustomerID,Country
10968,Home Decor,Table,2,254.05,2022-03-13 17:00:00,1300.0,Canada
19508,Electronics,Keyboard,3,161.39,2022-03-17 16:00:00,1479.0,Australia
19235,Electronics,Headphones,2,365.97,2022-12-18 20:00:00,1833.0,Germany
10281,Home Decor,Table,1,438.0,2022-06-26 03:00:00,1543.0,France
16262,Books,Fiction,4,469.67,2022-08-29 15:00:00,1556.0,Australia
11058,Groceries,Bread,5,403.52,2022-06-10 09:00:00,1264.0,France
14293,Books,Fiction,6,426.04,2022-08-06 20:00:00,1541.0,Australia
15178,Groceries,Eggs,5,277.52,2022-10-13 09:00:00,1595.0,USA
16980,Home Decor,Table,1,413.81,2022-02-14 02:00:00,1165.0,Australia
19200,Electronics,Charger,3,155.23,2022-04-07 18:00:00,1315.0,Germany
11229,Electronics,Headphones,1,202.25,2022-12-16 02:00:00,1000.0,Canada
19227,Books,Comics,5,161.87,2022-02-09 12:00:00,1760.0,Germany
14585,Electronics,Smartphone,5,236.36,2022-12-07 19:00:00,1260.0,Germany
18467,Home Decor,Table,6,146.36,2022-07-01 15:00:00,1062.0,Germany
12740,Books,Textbook,8,481.0,2022-08-24 20:00:00,1482.0,France
12289,Groceries,Milk,1,159.86,2022-10-30 06:00:00,1675.0,UK
11239,Electronics,Keyboard,4,53.53,2022-12-17 01:00:00,1320.0,UK
15370,Clothing,Jeans,1,265.77,2022-03-29 05:00:00,1845.0,USA
10125,Electronics,Keyboard,9,33.26,2022-03-07 03:00:00,1200.0,Germany
17473,Groceries,Bread,7,59.72,2022-12-09 09:00:00,1221.0,UK
19400,Books,Textbook,7,113.6,2022-01-08 06:00:00,1151.0,USA
15342,Groceries,Rice,5,234.85,2022-02-25 14:00:00,1643.0,France
17351,Clothing,Shoes,7,219.46,2022-01-14 09:00:00,1625.0,Germany
16638,Home Decor,Curtains,2,400.85,2022-08-26 10:00:00,1461.0,Canada
16570,Electronics,Charger,4,371.04,2022-08-22 12:00:00,1216.0,France
13249,Books,Non-Fiction,7,216.03,2022-10-08 22:00:00,1195.0,USA
19110,Home Decor,Table,3,170.18,2022-11-06 20:00:00,1792.0,France
17595,Groceries,Bread,2,161.65,2022-12-22 04:00:00,1201.0,Canada
16294,Books,Biography,2,388.13,2022-08-25 10:00:00,1994.0,France
16527,Home Decor,Table,1,30.78,2022-07-28 10:00:00,1646.0,USA
15757,Books,Biography,5,11.35,2022-02-07 22:00:00,1233.0,Canada
11969,Clothing,T-Shirt,6,398.79,2022-02-09 13:00:00,1140.0,Canada
10891,Clothing,Jeans,6,241.19,2022-08-15 01:00:00,1707.0,France
14470,Electronics,Charger,9,69.79,2022-04-15 18:00:00,1497.0,Canada
17175,Electronics,Laptop,4,121.61,2022-11-17 21:00:00,1554.0,France
19556,Clothing,Shoes,1,466.59,2022-01-05 04:00:00,1056.0,Germany
18320,Books,Fiction,6,430.45,2022-07-13 14:00:00,1931.0,Canada
19206,Clothing,Jacket,5,356.34,2022-10-17 09:00:00,1503.0,France
19991,Electronics,Headphones,6,243.7,2022-04-11 00:00:00,1141.0,Germany
16812,Clothing,Shoes,3,262.56,2022-08-30 17:00:00,1721.0,Canada
17519,Clothing,Jeans,2,487.75,2022-04-08 15:00:00,,Germany
14612,Books,Textbook,6,483.06,2022-01-15 16:00:00,1735.0,Australia
19710,Home Decor,Lamp,1,111.56,2022-05-04 03:00:00,1538.0,Canada
11198,Electronics,Headphones,7,406.5,2022-02-12 10:00:00,1639.0,Australia
15238,Books,Fiction,7,102.64,2022-02-19 03:00:00,1105.0,USA
16089,Clothing,Shoes,7,110.7,2022-08-05 09:00:00,1164.0,USA
16257,Clothing,Cap,1,339.67,2022-05-28 08:00:00,1214.0,France
17705,Home Decor,Curtains,4,205.48,2022-04-15 06:00:00,1070.0,UK
13719,Electronics,Keyboard,7,466.11,2022-06-09 03:00:00,1715.0,Australia
10302,Electronics,Keyboard,9,49.06,2022-10-13 15:00:00,1664.0,Australia
10986,Groceries,Eggs,5,258.21,2022-02-10 19:00:00,1578.0,USA
14440,Electronics,Charger,2,459.67,2022-02-10 16:00:00,1089.0,Australia
14909,Home Decor,Lamp,7,452.54,2022-04-06 00:00:00,1771.0,UK
13072,Groceries,Milk,1,82.48,2022-09-03 17:00:00,1873.0,Germany
13124,Groceries,Butter,7,186.49,2022-01-05 11:00:00,1227.0,Germany
19519,Clothing,T-Shirt,6,311.47,2022-03-09 18:00:00,,UK
18125,Clothing,Cap,7,83.9,2022-09-17 13:00:00,1607.0,Australia
13291,Electronics,Headphones,3,484.17,2022-10-14 13:00:00,1348.0,Australia
14033,Groceries,Bread,3,457.8,2022-02-06 10:00:00,1841.0,Australia
15105,Clothing,Shoes,7,87.64,2022-08-19 23:00:00,1980.0,France
10703,Home Decor,Lamp,2,64.97,2022-06-08 17:00:00,1893.0,Canada
18133,Clothing,Jacket,1,47.28,2022-03-29 19:00:00,1245.0,UK
10574,Clothing,Jacket,9,455.17,2022-01-24 07:00:00,1271.0,UK
15704,Groceries,Rice,9,100.84,2022-12-13 04:00:00,1402.0,UK
17848,Groceries,Rice,7,211.06,2022-07-27 01:00:00,1668.0,UK
15208,Books,Non-Fiction,7,227.18,2022-05-07 22:00:00,1115.0,UK
16924,Home Decor,Chair,3,301.51,2022-01-02 19:00:00,1434.0,Australia
13828,Groceries,Eggs,2,40.51,2022-01-22 04:00:00,1529.0,France
13230,Electronics,Smartphone,7,117.25,2022-09-12 11:00:00,1441.0,USA
10488,Home Decor,Chair,9,466.09,2022-05-24 07:00:00,1171.0,Australia
17114,Home Decor,Chair,1,454.66,2022-06-13 16:00:00,1015.0,Australia
19539,Groceries,Bread,4,391.74,2022-08-14 11:00:00,1960.0,Canada
13173,Home Decor,Lamp,6,14.6,2022-02-08 04:00:00,1751.0,USA
11667,Groceries,Eggs,7,166.87,2022-02-03 06:00:00,1897.0,UK
19829,Clothing,Jeans,7,315.84,2022-07-27 03:00:00,1055.0,USA
14114,Books,Comics,2,141.22,2022-03-15 08:00:00,1590.0,France
13553,Clothing,Jeans,4,455.25,2022-05-17 11:00:00,1102.0,Germany
17761,Groceries,Rice,5,318.78,2022-02-04 02:00:00,1283.0,Australia
11000,Groceries,Eggs,1,40.59,2022-07-30 00:00:00,1704.0,USA
19042,Clothing,Shoes,1,454.96,2022-05-08 17:00:00,1516.0,Canada
11388,Electronics,Smartphone,3,479.09,2022-05-16 19:00:00,1617.0,France
15450,Electronics,Headphones,3,43.47,2022-02-07 18:00:00,1277.0,Germany
13712,Electronics,Headphones,8,268.52,2022-01-26 02:00:00,1884.0,France
11367,Groceries,Milk,9,155.17,2022-06-28 23:00:00,1611.0,UK
18189,Home Decor,Chair,1,199.46,2022-05-27 23:00:00,1749.0,Germany
19013,Groceries,Eggs,2,93.93,2022-07-09 07:00:00,1268.0,Canada
10454,Home Decor,Lamp,2,291.15,2022-03-17 11:00:00,1832.0,Germany
19816,Clothing,Shoes,4,479.2,2022-11-28 19:00:00,1399.0,Canada
12772,Books,Comics,2,254.02,2022-08-07 17:00:00,1502.0,UK
13726,Home Decor,Table,7,46.04,2022-07-12 07:00:00,1085.0,Canada
17232,Electronics,Laptop,9,311.9,2022-10-09 22:00:00,1319.0,France
14806,Groceries,Bread,7,173.41,2022-02-03 10:00:00,1031.0,USA
12190,Clothing,Jacket,6,428.68,2022-04-18 14:00:00,1335.0,France
19108,Electronics,Keyboard,1,220.17,2022-09-26 13:00:00,1050.0,Australia
12875,Clothing,Jacket,9,100.46,2022-06-09 21:00:00,1078.0,France
15592,Books,Comics,5,99.6,2022-12-30 06:00:00,1697.0,Germany
11440,Groceries,Milk,5,385.54,2022-03-11 09:00:00,1173.0,UK
18927,Groceries,Rice,6,136.47,2022-12-27 11:00:00,1947.0,Australia
16059,Books,Textbook,9,384.78,2022-10-18 15:00:00,1617.0,Australia
17010,Groceries,Butter,8,106.91,2022-04-17 08:00:00,1500.0,Australia
17117,Home Decor,Curtains,8,164.23,2022-11-08 11:00:00,1574.0,USA
19153,Clothing,T-Shirt,8,235.42,2022-04-28 00:00:00,,Canada
12989,Electronics,Keyboard,1,471.88,2022-08-23 17:00:00,1315.0,Germany
19218,Books,Fiction,1,466.21,2022-09-12 00:00:00,1832.0,UK
16228,Home Decor,Chair,8,107.4,2022-04-13 08:00:00,1372.0,USA
16471,Electronics,Charger,5,182.32,2022-08-14 23:00:00,1080.0,France
12863,Electronics,Laptop,9,78.95,2022-06-29 21:00:00,1872.0,UK
11177,Books,Non-Fiction,2,257.44,2022-03-06 20:00:00,1639.0,Australia
14760,Home Decor,Sofa,9,232.99,2022-04-02 21:00:00,1694.0,UK
10011,Electronics,Headphones,8,450.88,2022-06-14 19:00:00,1754.0,UK
15252,Electronics,Laptop,9,465.35,2022-10-11 13:00:00,1696.0,France
14399,Home Decor,Table,4,194.87,2022-01-17 20:00:00,1731.0,Canada
18234,Groceries,Eggs,1,248.41,2022-03-09 12:00:00,1070.0,Germany
19135,Electronics,Headphones,1,448.64,2022-05-04 00:00:00,1968.0,Australia
15445,Clothing,Jeans,5,404.32,2022-12-03 16:00:00,1853.0,Canada
16570,Home Decor,Curtains,2,6.81,2022-05-10 22:00:00,1665.0,USA
19196,Electronics,Headphones,8,163.43,2022-11-04 12:00:00,1756.0,Australia
18212,Books,Biography,5,213.78,2022-10-04 06:00:00,1651.0,Germany
10406,Clothing,T-Shirt,5,118.71,2022-01-24 13:00:00,1070.0,USA
19206,Electronics,Laptop,2,103.79,2022-07-19 23:00:00,1045.0,France
14431,Clothing,T-Shirt,7,23.7,2022-11-16 14:00:00,1046.0,Canada
15243,Clothing,Shoes,8,323.47,2022-04-30 12:00:00,1590.0,Australia
16542,Groceries,Butter,1,134.94,2022-06-30 07:00:00,1421.0,UK
16936,Clothing,Jacket,2,30.91,2022-09-25 05:00:00,1148.0,Germany
18906,Groceries,Eggs,4,119.33,2022-11-14 06:00:00,1909.0,Australia
14146,Home Decor,Curtains,5,401.95,2022-02-21 21:00:00,1129.0,UK
10140,Groceries,Butter,2,426.49,2022-12-10 11:00:00,1455.0,Australia
14882,Books,Textbook,1,244.12,2022-01-23 09:00:00,1638.0,USA
16012,Electronics,Headphones,9,210.95,2022-01-23 12:00:00,1876.0,UK
10963,Home Decor,Curtains,1,489.04,2022-02-03 22:00:00,1630.0,UK
17151,Home Decor,,4,104.28,2022-02-28 23:00:00,1965.0,Australia
18564,Books,Textbook,2,111.6,2022-03-10 20:00:00,1996.0,France
13610,Groceries,Rice,4,149.47,2022-06-19 06:00:00,1868.0,France
19884,Electronics,Smartphone,8,90.51,2022-04-09 04:00:00,1504.0,Canada
16894,Groceries,Butter,8,192.79,2022-06-08 18:00:00,1928.0,USA
17311,Clothing,Shoes,9,455.86,2022-01-08 17:00:00,1773.0,France
10105,Groceries,Rice,5,309.6,2022-03-06 15:00:00,1243.0,Australia
15539,Home Decor,Sofa,7,208.91,2022-10-20 05:00:00,1473.0,France
19873,Electronics,Smartphone,3,467.53,2022-02-01 17:00:00,1381.0,Canada
16787,Groceries,Rice,4,28.99,2022-09-14 19:00:00,1102.0,Germany
12137,Electronics,Charger,9,109.09,2022-11-15 03:00:00,1488.0,Canada
14445,Electronics,Keyboard,1,285.11,2022-05-17 17:00:00,1036.0,UK
13530,Clothing,T-Shirt,2,309.7,2022-03-06 00:00:00,1653.0,UK
11286,Clothing,Shoes,5,24.58,2022-09-16 09:00:00,1548.0,France
17052,Home Decor,Chair,3,204.5,2022-05-12 20:00:00,1519.0,France
13654,Books,Comics,2,326.33,2022-04-26 10:00:00,,Canada
17102,Electronics,Headphones,1,350.54,2022-11-05 07:00:00,1332.0,Canada
12359,Books,Fiction,3,320.88,2022-06-10 05:00:00,1396.0,Australia
18105,Home Decor,Table,1,163.68,2022-05-24 03:00:00,1295.0,USA
18636,Electronics,Smartphone,1,51.29,2022-07-16 06:00:00,1106.0,Australia
16441,Electronics,Charger,1,216.42,2022-01-24 09:00:00,1859.0,UK
15047,Books,Comics,8,68.73,2022-07-16 13:00:00,1953.0,Australia
18227,Groceries,Eggs,3,474.07,2022-11-14 15:00:00,1529.0,Canada
15203,Clothing,T-Shirt,1,240.21,2022-10-27 11:00:00,1824.0,Australia
19667,Groceries,Eggs,7,162.04,2022-04-01 20:00:00,1082.0,Germany
11798,Books,Comics,3,384.32,2022-03-23 16:00:00,1933.0,USA
19600,Clothing,Jacket,8,251.48,2022-06-11 15:00:00,1287.0,Canada
15291,Groceries,Bread,4,158.47,2022-08-03 17:00:00,1981.0,France
15495,Clothing,Jacket,4,406.92,2022-10-21 03:00:00,1705.0,Australia
19900,Electronics,Charger,5,434.24,2022-05-17 06:00:00,1460.0,Canada
16284,Groceries,Eggs,6,338.14,2022-07-15 07:00:00,1214.0,France
17285,Clothing,Cap,7,28.25,2022-01-25 06:00:00,1280.0,France
11300,Clothing,Jeans,4,285.33,2022-01-13 00:00:00,1731.0,UK
16869,Clothing,Jeans,8,382.83,2022-08-25 00:00:00,1953.0,UK
19435,Groceries,Milk,6,72.57,2022-11-29 11:00:00,1458.0,Canada
13097,Home Decor,Sofa,1,118.19,2022-06-10 19:00:00,1800.0,Canada
14616,Groceries,Milk,1,441.84,2022-05-08 12:00:00,1343.0,Germany
10009,Books,Textbook,9,14.96,2022-02-19 07:00:00,1193.0,USA
15752,Groceries,Eggs,6,377.6,2022-06-30 15:00:00,1157.0,USA
19852,Clothing,Jacket,8,239.52,2022-03-02 06:00:00,1464.0,Canada
16295,Electronics,Keyboard,7,226.15,2022-10-06 07:00:00,1103.0,UK
14815,Groceries,Eggs,6,8.51,2022-09-16 21:00:00,1033.0,Australia
11072,Groceries,Rice,4,410.6,2022-03-21 07:00:00,1101.0,Germany
13225,Clothing,Jacket,7,183.11,2022-11-25 22:00:00,1638.0,USA
11316,Electronics,Charger,9,272.68,2022-04-10 01:00:00,1725.0,Canada
15699,Electronics,Keyboard,7,340.26,2022-02-05 07:00:00,1324.0,UK
16807,Books,Comics,1,352.8,2022-11-04 02:00:00,1943.0,UK
16674,Groceries,Eggs,9,478.21,2022-09-22 05:00:00,1807.0,UK
13683,Electronics,Smartphone,4,268.01,2022-02-21 15:00:00,1690.0,Australia
17227,Electronics,Laptop,3,202.86,2022-08-22 08:00:00,1591.0,France
13273,Home Decor,Curtains,4,477.08,2022-07-19 15:00:00,1140.0,Australia
17000,Home Decor,Lamp,4,322.84,2022-04-09 13:00:00,1473.0,UK
10145,Electronics,Smartphone,-1,152.58,2022-07-30 15:00:00,1030.0,Canada
15010,Books,Fiction,1,67.6,2022-08-23 06:00:00,1883.0,Germany
13040,Electronics,Keyboard,1,422.06,2022-01-16 12:00:00,1934.0,Australia
19654,Clothing,Shoes,8,184.28,2022-11-21 07:00:00,1062.0,Canada
19776,Groceries,Butter,2,331.93,2022-03-23 05:00:00,1559.0,UK
10482,Books,Biography,5,238.05,2022-01-11 04:00:00,1086.0,Germany
13179,Clothing,Jeans,4,103.47,2022-11-21 19:00:00,1303.0,USA
11249,Books,Textbook,8,302.83,2022-08-29 12:00:00,1060.0,USA
10630,Clothing,Jeans,2,35.04,2022-01-06 04:00:00,1395.0,Canada
18853,Groceries,Milk,9,209.6,2022-03-21 23:00:00,1333.0,Germany
12852,Groceries,Milk,7,275.57,2022-01-23 02:00:00,1951.0,Canada
10987,Home Decor,Chair,7,220.84,2022-11-24 01:00:00,1785.0,Germany
17622,Clothing,T-Shirt,1,375.59,2022-10-16 17:00:00,1410.0,Germany
17327,Home Decor,Table,2,414.82,2022-07-01 05:00:00,1283.0,Canada
19738,Clothing,Jeans,4,386.77,2022-07-18 04:00:00,1465.0,Germany
18841,Home Decor,Sofa,4,24.21,2022-03-17 01:00:00,1079.0,Australia
19160,Groceries,Bread,3,101.09,2022-08-03 20:00:00,1691.0,UK
11100,Books,Non-Fiction,7,270.62,2022-11-24 08:00:00,1783.0,Germany
16652,Home Decor,Sofa,8,467.74,2022-08-16 13:00:00,1076.0,Australia
18632,Clothing,T-Shirt,2,418.3,2022-08-09 22:00:00,1953.0,Germany
17421,Clothing,Jeans,4,422.05,2022-11-06 16:00:00,1732.0,Australia
15016,Groceries,Eggs,3,155.09,2022-09-15 21:00:00,1904.0,Canada
10769,Clothing,T-Shirt,2,217.58,2022-02-17 14:00:00,1793.0,USA
11343,Electronics,Keyboard,6,238.0,2022-10-22 20:00:00,1539.0,France
14358,Books,Comics,4,82.9,2022-11-14 06:00:00,1360.0,Germany
19769,Home Decor,Sofa,6,20.38,2022-07-21 16:00:00,1076.0,France
16780,Books,Biography,2,473.72,2022-03-09 21:00:00,1508.0,Germany
16602,Groceries,Butter,4,124.15,2022-07-30 22:00:00,1163.0,Canada
12349,Home Decor,Lamp,6,123.77,2022-02-01 18:00:00,1008.0,Canada
15699,Home Decor,Lamp,5,46.27,2022-10-15 17:00:00,1174.0,Australia
11241,Electronics,Laptop,3,464.61,2022-07-23 17:00:00,1461.0,Germany
11125,Groceries,Rice,8,291.97,2022-07-21 15:00:00,1306.0,Canada
19382,Clothing,T-Shirt,7,335.18,2022-06-14 21:00:00,1587.0,Canada
16764,Electronics,Smartphone,3,456.23,2022-01-24 05:00:00,1244.0,Germany
15101,Electronics,Keyboard,6,176.08,2022-07-12 13:00:00,1121.0,Australia
17843,Books,Textbook,4,312.65,2022-02-04 23:00:00,1184.0,Australia
10072,Books,,5,24.21,2022-12-08 10:00:00,1031.0,Australia
15472,Books,Biography,5,97.45,2022-12-14 20:00:00,1997.0,Australia
15189,Electronics,Laptop,7,416.47,2022-10-19 14:00:00,1962.0,USA
12472,Clothing,Jeans,5,384.55,2022-01-22 06:00:00,1761.0,Germany
10707,Home Decor,Chair,-1,178.57,2022-02-17 09:00:00,1568.0,USA
11804,Books,Textbook,5,191.52,2022-08-22 14:00:00,1309.0,Canada
16704,Clothing,Shoes,7,269.11,2022-07-14 10:00:00,1371.0,USA
13713,Groceries,Milk,5,5.12,2022-08-15 10:00:00,1655.0,Australia
15051,Books,Fiction,5,124.42,2022-09-26 14:00:00,1829.0,Canada
12475,Home Decor,Sofa,9,108.07,2022-04-21 14:00:00,1595.0,USA
13610,Groceries,Eggs,3,128.99,2022-02-11 06:00:00,1991.0,USA
14255,Groceries,Bread,6,403.92,2022-11-22 20:00:00,1055.0,Germany
17397,Home Decor,Table,1,143.44,2022-04-01 00:00:00,1790.0,USA
11735,Books,Comics,5,99.8,2022-08-28 04:00:00,1272.0,Canada
19777,Electronics,Headphones,8,254.61,2022-07-05 17:00:00,1463.0,Australia
18258,Home Decor,Sofa,5,433.49,2022-03-27 23:00:00,1677.0,Germany
17979,Home Decor,Lamp,9,124.47,2022-03-24 09:00:00,1455.0,USA
12428,Home Decor,Sofa,6,43.88,2022-12-23 23:00:00,1978.0,Germany
17426,Groceries,Eggs,8,181.42,2022-04-22 03:00:00,1669.0,France
18533,Clothing,Cap,8,375.09,2022-07-24 23:00:00,1248.0,Germany
15249,Electronics,Headphones,3,277.59,2022-12-25 17:00:00,1697.0,Australia
15291,Books,Fiction,7,409.31,2022-11-15 10:00:00,1993.0,France
12817,Books,Non-Fiction,7,480.0,2022-01-23 15:00:00,1077.0,France
19424,Clothing,Jeans,6,397.37,2022-02-06 19:00:00,1533.0,Germany
13874,Home Decor,Curtains,7,303.88,2022-07-19 22:00:00,1107.0,Canada
19686,Electronics,Laptop,2,249.2,2022-12-02 00:00:00,1272.0,Australia
14211,Books,Comics,9,24.83,2022-08-27 06:00:00,1763.0,Canada
10661,Books,Fiction,1,492.24,2022-03-28 04:00:00,1014.0,Australia
13374,Home Decor,Table,1,194.82,2022-11-08 14:00:00,1369.0,Australia
19208,Clothing,T-Shirt,3,80.35,2022-12-05 08:00:00,1303.0,Canada
10207,Electronics,Charger,3,335.02,2022-11-22 20:00:00,1671.0,UK
12665,Clothing,Jacket,1,145.72,2022-03-16 10:00:00,1204.0,France
